client,total_sites,attribute,total_sites_using,pct_sites_using
desktop,5430532,aria-controls_,2,3.682880424974938E-7
desktop,5430532,aria-style,2,3.682880424974938E-7
desktop,5430532,aria-click,2,3.682880424974938E-7
desktop,5430532,aria-autucomplete,2,3.682880424974938E-7
desktop,5430532,aria-bale,2,3.682880424974938E-7
desktop,5430532,aria-describedly,2,3.682880424974938E-7
desktop,5430532,aria-hide-toggle-btn,2,3.682880424974938E-7
desktop,5430532,aria-labbledby,2,3.682880424974938E-7
desktop,5430532,aria-is-active,2,3.682880424974938E-7
desktop,5430532,aria-expands,2,3.682880424974938E-7
desktop,5430532,aria-function,2,3.682880424974938E-7
desktop,5430532,aria-controler,2,3.682880424974938E-7
desktop,5430532,aria-multi-expand,2,3.682880424974938E-7
desktop,5430532,"aria-label""make",2,3.682880424974938E-7
desktop,5430532,aria-haspopus,2,3.682880424974938E-7
desktop,5430532,aria-only,2,3.682880424974938E-7
desktop,5430532,aria-railwidth,2,3.682880424974938E-7
desktop,5430532,"aria-label""le",2,3.682880424974938E-7
desktop,5430532,aria-hslugden,2,3.682880424974938E-7
desktop,5430532,aria-labelledby-,2,3.682880424974938E-7
desktop,5430532,"aria-controls""collapse1""",2,3.682880424974938E-7
desktop,5430532,aria-tertiary,2,3.682880424974938E-7
desktop,5430532,aria-describedbyx,2,3.682880424974938E-7
desktop,5430532,aria-count,2,3.682880424974938E-7
desktop,5430532,aria-textledby,2,3.682880424974938E-7
desktop,5430532,aria-toggle-desktop,2,3.682880424974938E-7
desktop,5430532,aria-skiptheme,2,3.682880424974938E-7
desktop,5430532,"aria-label""how",2,3.682880424974938E-7
desktop,5430532,"aria-controls""collapse4""",2,3.682880424974938E-7
desktop,5430532,aria-labellendby,2,3.682880424974938E-7
desktop,5430532,aria-target-click,2,3.682880424974938E-7
desktop,5430532,aria-v,2,3.682880424974938E-7
desktop,5430532,aria-programid,2,3.682880424974938E-7
desktop,5430532,aria-singlemenu,2,3.682880424974938E-7
desktop,5430532,aria-minlabel,2,3.682880424974938E-7
desktop,5430532,"aria-controls""collapse10""",2,3.682880424974938E-7
desktop,5430532,aria-disbled,2,3.682880424974938E-7
desktop,5430532,aria-diabled,2,3.682880424974938E-7
desktop,5430532,aria-hi,2,3.682880424974938E-7
desktop,5430532,"aria-hidden""",2,3.682880424974938E-7
desktop,5430532,aria-hidden'true',2,3.682880424974938E-7
mobile,7940685,aria-tablist,2,2.5186743964783893E-7
mobile,7940685,aria-controls_,2,2.5186743964783893E-7
mobile,7940685,aria-expnded,2,2.5186743964783893E-7
mobile,7940685,aria-valumin,2,2.5186743964783893E-7
mobile,7940685,aria-constrols,2,2.5186743964783893E-7
mobile,7940685,aria-data-placeholder,2,2.5186743964783893E-7
mobile,7940685,aria-labelbook,2,2.5186743964783893E-7
mobile,7940685,aria-valuelabel,2,2.5186743964783893E-7
mobile,7940685,aria-souce,2,2.5186743964783893E-7
mobile,7940685,aria-index,2,2.5186743964783893E-7
mobile,7940685,aria-hidden.bind,2,2.5186743964783893E-7
mobile,7940685,aria-describedly,2,2.5186743964783893E-7
mobile,7940685,aria-lavelledby,2,2.5186743964783893E-7
mobile,7940685,"aria-controls""collapse10""",2,2.5186743964783893E-7
mobile,7940685,aria-labebl,2,2.5186743964783893E-7
mobile,7940685,aria-timeline,2,2.5186743964783893E-7
mobile,7940685,aria-`hidden,2,2.5186743964783893E-7
mobile,7940685,aria-labled-by,2,2.5186743964783893E-7
mobile,7940685,"aria-label""balance",2,2.5186743964783893E-7
mobile,7940685,"aria-label""Изследване",2,2.5186743964783893E-7
mobile,7940685,aria-labelledby-,2,2.5186743964783893E-7
mobile,7940685,aria-volumemin,2,2.5186743964783893E-7
mobile,7940685,aria-railwidth,2,2.5186743964783893E-7
mobile,7940685,"aria-lable""next",2,2.5186743964783893E-7
mobile,7940685,aria-expan,2,2.5186743964783893E-7
mobile,7940685,aria-maxlabel,2,2.5186743964783893E-7
mobile,7940685,aria-relative,2,2.5186743964783893E-7
mobile,7940685,aria-done,2,2.5186743964783893E-7
mobile,7940685,"aria-expanded-""false""",2,2.5186743964783893E-7
mobile,7940685,aria-valupriceemax,2,2.5186743964783893E-7
mobile,7940685,aria-multi-ellipsis,2,2.5186743964783893E-7
mobile,7940685,"aria-label""search",2,2.5186743964783893E-7
mobile,7940685,aria-expanded-brmap,2,2.5186743964783893E-7
mobile,7940685,aria-aria-haspopup,2,2.5186743964783893E-7
mobile,7940685,aria-r,2,2.5186743964783893E-7
mobile,7940685,"aria-label""10",2,2.5186743964783893E-7
mobile,7940685,aria-labelladby,2,2.5186743964783893E-7
mobile,7940685,aria-label-by,2,2.5186743964783893E-7
mobile,7940685,aria-descibedby,2,2.5186743964783893E-7
mobile,7940685,aria-controls-close,2,2.5186743964783893E-7
mobile,7940685,aria-product,2,2.5186743964783893E-7
mobile,7940685,"aria-label""how",2,2.5186743964783893E-7
mobile,7940685,"aria-label""5",2,2.5186743964783893E-7
mobile,7940685,aria-labelly,2,2.5186743964783893E-7
mobile,7940685,aria-describedat,2,2.5186743964783893E-7
mobile,7940685,aria-l,2,2.5186743964783893E-7
mobile,7940685,"aria-label""horno",2,2.5186743964783893E-7
mobile,7940685,aria-expandedhref,2,2.5186743964783893E-7
mobile,7940685,aria-toggle-desktop,2,2.5186743964783893E-7
mobile,7940685,"aria-label""home""",2,2.5186743964783893E-7
mobile,7940685,aria-albel,2,2.5186743964783893E-7
mobile,7940685,"aria-controls""collapse6""",2,2.5186743964783893E-7
mobile,7940685,aria-location,2,2.5186743964783893E-7
mobile,7940685,"aria-label""sign",2,2.5186743964783893E-7
mobile,7940685,aria-aria-labelledby,2,2.5186743964783893E-7
mobile,7940685,aria-hiddem,2,2.5186743964783893E-7
mobile,7940685,aria-labbledby,2,2.5186743964783893E-7
mobile,7940685,"aria-controls""collapse8""",2,2.5186743964783893E-7
mobile,7940685,aria-hover,2,2.5186743964783893E-7
mobile,7940685,aria-textledby,2,2.5186743964783893E-7
mobile,7940685,"aria-lable""previous",2,2.5186743964783893E-7
mobile,7940685,aria-labelle,2,2.5186743964783893E-7
mobile,7940685,aria-shidden,2,2.5186743964783893E-7
mobile,7940685,aria-maincarousel,2,2.5186743964783893E-7
mobile,7940685,aria-controls-open,2,2.5186743964783893E-7
mobile,7940685,aria-has,2,2.5186743964783893E-7
mobile,7940685,aria-translate,2,2.5186743964783893E-7
mobile,7940685,aria-tabpanel,2,2.5186743964783893E-7
mobile,7940685,aria-collapsible,2,2.5186743964783893E-7
mobile,7940685,aria-expa1nded,2,2.5186743964783893E-7
mobile,7940685,aria-click,2,2.5186743964783893E-7
mobile,7940685,aria-labellendby,2,2.5186743964783893E-7
mobile,7940685,"aria-controls""collapse7""",2,2.5186743964783893E-7
mobile,7940685,aria-redis-sitesearch,2,2.5186743964783893E-7
mobile,7940685,aria-mega,2,2.5186743964783893E-7
mobile,7940685,aria-conrols,2,2.5186743964783893E-7
mobile,7940685,"aria-controls""collapse5""",2,2.5186743964783893E-7
mobile,7940685,aria-labelledby1,2,2.5186743964783893E-7
mobile,7940685,aria-combobox,2,2.5186743964783893E-7
mobile,7940685,aria-controler,2,2.5186743964783893E-7
mobile,7940685,"aria-controls""collapse4""",2,2.5186743964783893E-7
mobile,7940685,aria-label;,2,2.5186743964783893E-7
mobile,7940685,aria-count,2,2.5186743964783893E-7
mobile,7940685,"aria-label""close""",2,2.5186743964783893E-7
mobile,7940685,aria-valuelabelprerix,2,2.5186743964783893E-7
mobile,7940685,aria-hide-toggle-btn,2,2.5186743964783893E-7
mobile,7940685,aria-aria-describedby,2,2.5186743964783893E-7
mobile,7940685,aria-style,2,2.5186743964783893E-7
mobile,7940685,aria-haspopop,2,2.5186743964783893E-7
mobile,7940685,aria-haspopup_,2,2.5186743964783893E-7
mobile,7940685,aria-haspoopup,2,2.5186743964783893E-7
mobile,7940685,aria-now-menu,2,2.5186743964783893E-7
mobile,7940685,aria-hidden2,2,2.5186743964783893E-7
mobile,7940685,aria-programid,2,2.5186743964783893E-7
mobile,7940685,aria-describe,2,2.5186743964783893E-7
mobile,7940685,aria-minvaluelabel,2,2.5186743964783893E-7
mobile,7940685,aria-label-icon,2,2.5186743964783893E-7
mobile,7940685,aria-none,2,2.5186743964783893E-7
mobile,7940685,aria-hadpopup,2,2.5186743964783893E-7
mobile,7940685,aria-hien,2,2.5186743964783893E-7
mobile,7940685,aria-search,2,2.5186743964783893E-7
mobile,7940685,aria-aria-hidden,2,2.5186743964783893E-7
mobile,7940685,aria-loop,2,2.5186743964783893E-7
mobile,7940685,aria-hi,2,2.5186743964783893E-7
mobile,7940685,"aria-label""Как",2,2.5186743964783893E-7
mobile,7940685,aria-mask,2,2.5186743964783893E-7
mobile,7940685,aria-coltrols,2,2.5186743964783893E-7
mobile,7940685,aria-haspopup-delete,2,2.5186743964783893E-7
mobile,7940685,"aria-controls""collapse3""",2,2.5186743964783893E-7
mobile,7940685,aria-hidden-counter,2,2.5186743964783893E-7
mobile,7940685,"aria-controls""collapse1""",2,2.5186743964783893E-7
mobile,7940685,aria-controle,2,2.5186743964783893E-7
mobile,7940685,aria-describedbyx,2,2.5186743964783893E-7
mobile,7940685,aria-textinputs,2,2.5186743964783893E-7
mobile,7940685,aria-expandeded,2,2.5186743964783893E-7
mobile,7940685,aria-only,2,2.5186743964783893E-7
mobile,7940685,aria-cr,2,2.5186743964783893E-7
mobile,7940685,aria-scroll,2,2.5186743964783893E-7
mobile,7940685,aria-invisible,2,2.5186743964783893E-7
mobile,7940685,aria-step,2,2.5186743964783893E-7
mobile,7940685,aria-labeldata-track-ii,2,2.5186743964783893E-7
mobile,7940685,aria-function,2,2.5186743964783893E-7
mobile,7940685,aria-minlabel,2,2.5186743964783893E-7
mobile,7940685,aria-rea,2,2.5186743964783893E-7
mobile,7940685,aria-labelbody,2,2.5186743964783893E-7
mobile,7940685,aria-haspopus,2,2.5186743964783893E-7
mobile,7940685,aria-expandes,2,2.5186743964783893E-7
mobile,7940685,aria-dolphinuid,2,2.5186743964783893E-7
mobile,7940685,aria-labellearn,2,2.5186743964783893E-7
mobile,7940685,aria-stbzmodalbutton_float,2,2.5186743964783893E-7
mobile,7940685,aria-glow,2,2.5186743964783893E-7
mobile,7940685,aria-info,2,2.5186743964783893E-7
mobile,7940685,aria-hidden'true',2,2.5186743964783893E-7
mobile,7940685,aria-hslugden,2,2.5186743964783893E-7
mobile,7940685,"aria-controls""collapse2""",2,2.5186743964783893E-7
mobile,7940685,aria-singlemenu,2,2.5186743964783893E-7
mobile,7940685,aria-hclassden,2,2.5186743964783893E-7
mobile,7940685,aria-hhidden,2,2.5186743964783893E-7
mobile,7940685,aria-hilien,2,2.5186743964783893E-7
mobile,7940685,"aria-label""the",2,2.5186743964783893E-7
mobile,7940685,aria-badgeledby,2,2.5186743964783893E-7
mobile,7940685,aria-v,2,2.5186743964783893E-7
mobile,7940685,aria-labelschedule,2,2.5186743964783893E-7
mobile,7940685,aria-volumemax,2,2.5186743964783893E-7
mobile,7940685,aria-maxvaluelabel,2,2.5186743964783893E-7
mobile,7940685,aria-hid,2,2.5186743964783893E-7
mobile,7940685,aria-describerby,2,2.5186743964783893E-7
mobile,7940685,aria-panded,2,2.5186743964783893E-7
mobile,7940685,"aria-label""i",2,2.5186743964783893E-7
mobile,7940685,aria-bg,2,2.5186743964783893E-7
mobile,7940685,aria-require,2,2.5186743964783893E-7
mobile,7940685,aria-labelshop,2,2.5186743964783893E-7
mobile,7940685,aria-preventdefault,2,2.5186743964783893E-7
mobile,7940685,aria-eidpanded,2,2.5186743964783893E-7
mobile,7940685,aria-is-active,2,2.5186743964783893E-7
mobile,7940685,"aria-labelledcovid""",2,2.5186743964783893E-7
mobile,7940685,aria-hasexpended,2,2.5186743964783893E-7
mobile,7940685,aria-labelelledby,2,2.5186743964783893E-7
mobile,7940685,aria-tertiary,2,2.5186743964783893E-7
mobile,7940685,aria-sub,2,2.5186743964783893E-7
mobile,7940685,aria-ta,2,2.5186743964783893E-7
mobile,7940685,aria-limitvalue,2,2.5186743964783893E-7
mobile,7940685,aria-allday,2,2.5186743964783893E-7
mobile,7940685,aria-explain,2,2.5186743964783893E-7
mobile,7940685,aria-read-only,2,2.5186743964783893E-7
mobile,7940685,"aria-label""home",2,2.5186743964783893E-7
mobile,7940685,aria-multi-expand,2,2.5186743964783893E-7
mobile,7940685,"aria-controls""collapse9""",2,2.5186743964783893E-7
desktop,5430532,aria-controls2,1,1.841440212487469E-7
desktop,5430532,"aria-label""samsung",1,1.841440212487469E-7
desktop,5430532,"aria-controls""colfragebogen2""",1,1.841440212487469E-7
desktop,5430532,aria-describedas,1,1.841440212487469E-7
desktop,5430532,aria-titleledby,1,1.841440212487469E-7
desktop,5430532,"aria-label""kenu",1,1.841440212487469E-7
desktop,5430532,aria-labelledbu,1,1.841440212487469E-7
desktop,5430532,aria-navigation,1,1.841440212487469E-7
desktop,5430532,aria-visble,1,1.841440212487469E-7
desktop,5430532,aria-printingandshippingenabled,1,1.841440212487469E-7
desktop,5430532,"aria-label""corporate""",1,1.841440212487469E-7
desktop,5430532,"aria-controls""flickr""",1,1.841440212487469E-7
desktop,5430532,"aria-label""service",1,1.841440212487469E-7
desktop,5430532,aria-controls-start,1,1.841440212487469E-7
desktop,5430532,aria-hidden-always,1,1.841440212487469E-7
desktop,5430532,"aria-controls""produktgruppe-1""",1,1.841440212487469E-7
desktop,5430532,"aria-label""christmas",1,1.841440212487469E-7
desktop,5430532,aria-hiddefn,1,1.841440212487469E-7
desktop,5430532,"aria-label""hähnchenspieße",1,1.841440212487469E-7
desktop,5430532,aria-user-menu,1,1.841440212487469E-7
desktop,5430532,aria-rate,1,1.841440212487469E-7
desktop,5430532,aria-labelc,1,1.841440212487469E-7
desktop,5430532,aria-mobile,1,1.841440212487469E-7
desktop,5430532,aria-labellebby,1,1.841440212487469E-7
desktop,5430532,aria-labelleddoor,1,1.841440212487469E-7
desktop,5430532,"aria-label""horno",1,1.841440212487469E-7
desktop,5430532,"aria-label""testo",1,1.841440212487469E-7
desktop,5430532,aria-ctr-enable,1,1.841440212487469E-7
desktop,5430532,"aria-label""genuine",1,1.841440212487469E-7
desktop,5430532,aria-autocomplete_cities,1,1.841440212487469E-7
desktop,5430532,aria-bs-haspopup,1,1.841440212487469E-7
desktop,5430532,aria-view,1,1.841440212487469E-7
desktop,5430532,"aria-controls""collapseeins0""",1,1.841440212487469E-7
desktop,5430532,aria-loading,1,1.841440212487469E-7
desktop,5430532,aria-invaldata-id,1,1.841440212487469E-7
desktop,5430532,"aria-label""jean",1,1.841440212487469E-7
desktop,5430532,aria-valuemin02,1,1.841440212487469E-7
desktop,5430532,aria-tw-hidden,1,1.841440212487469E-7
desktop,5430532,aria-des,1,1.841440212487469E-7
desktop,5430532,aria-label-term-name,1,1.841440212487469E-7
desktop,5430532,aria-valueloading,1,1.841440212487469E-7
desktop,5430532,aria-haspopup2,1,1.841440212487469E-7
desktop,5430532,"aria-label-""company",1,1.841440212487469E-7
desktop,5430532,aria-langcode,1,1.841440212487469E-7
desktop,5430532,aria-normal,1,1.841440212487469E-7
desktop,5430532,aria-hirdden,1,1.841440212487469E-7
desktop,5430532,"aria-label""2022春夏男裝趨勢懶人包!",1,1.841440212487469E-7
desktop,5430532,"aria-label""charges",1,1.841440212487469E-7
desktop,5430532,aria-lanelledby,1,1.841440212487469E-7
desktop,5430532,aria-minmaxlabel,1,1.841440212487469E-7
desktop,5430532,"aria-label""perdido",1,1.841440212487469E-7
desktop,5430532,"aria-label""net",1,1.841440212487469E-7
desktop,5430532,"aria-label""katharina",1,1.841440212487469E-7
desktop,5430532,"aria-label""국가보훈처,",1,1.841440212487469E-7
desktop,5430532,aria-invalrequired,1,1.841440212487469E-7
desktop,5430532,aria-label1,1,1.841440212487469E-7
desktop,5430532,aria--describedby,1,1.841440212487469E-7
desktop,5430532,aria-registered,1,1.841440212487469E-7
desktop,5430532,"aria-label""quizviajero",1,1.841440212487469E-7
desktop,5430532,aria-requred,1,1.841440212487469E-7
desktop,5430532,aria-hassubpopup,1,1.841440212487469E-7
desktop,5430532,aria-hidden<i,1,1.841440212487469E-7
desktop,5430532,"aria-label""finnmaster",1,1.841440212487469E-7
desktop,5430532,aria-contryols,1,1.841440212487469E-7
desktop,5430532,aria-line,1,1.841440212487469E-7
desktop,5430532,aria-expandad,1,1.841440212487469E-7
desktop,5430532,aria-hlidden,1,1.841440212487469E-7
desktop,5430532,"aria-label""idaho",1,1.841440212487469E-7
desktop,5430532,aria-location,1,1.841440212487469E-7
desktop,5430532,"aria-cor-icon""",1,1.841440212487469E-7
desktop,5430532,"aria-label""kua",1,1.841440212487469E-7
desktop,5430532,"aria-controls""colsteuernummer1""",1,1.841440212487469E-7
desktop,5430532,aria-ready,1,1.841440212487469E-7
desktop,5430532,aria-expnaded,1,1.841440212487469E-7
desktop,5430532,aria-lanel,1,1.841440212487469E-7
desktop,5430532,aria-labelzoeken,1,1.841440212487469E-7
desktop,5430532,"aria-label""washington",1,1.841440212487469E-7
desktop,5430532,"aria-label-""connect",1,1.841440212487469E-7
desktop,5430532,"aria-label""start",1,1.841440212487469E-7
desktop,5430532,"aria-label""sportsevents365",1,1.841440212487469E-7
desktop,5430532,aria-right-arrow,1,1.841440212487469E-7
desktop,5430532,aria-labelledbt,1,1.841440212487469E-7
desktop,5430532,"aria-label""pappardelle",1,1.841440212487469E-7
desktop,5430532,"aria-label""show",1,1.841440212487469E-7
desktop,5430532,"aria-label""el",1,1.841440212487469E-7
desktop,5430532,"aria-label""tic",1,1.841440212487469E-7
desktop,5430532,aria-image,1,1.841440212487469E-7
desktop,5430532,aria-labeledyby,1,1.841440212487469E-7
desktop,5430532,aria-days-before,1,1.841440212487469E-7
desktop,5430532,aria-labellebdy,1,1.841440212487469E-7
desktop,5430532,aria-haspopur,1,1.841440212487469E-7
desktop,5430532,aria-img,1,1.841440212487469E-7
desktop,5430532,aria-multiselecable,1,1.841440212487469E-7
desktop,5430532,"aria-label""company""",1,1.841440212487469E-7
desktop,5430532,aria-pid,1,1.841440212487469E-7
desktop,5430532,aria-labeld,1,1.841440212487469E-7
desktop,5430532,aria-use-write,1,1.841440212487469E-7
desktop,5430532,aria-video,1,1.841440212487469E-7
desktop,5430532,aria-arrow,1,1.841440212487469E-7
desktop,5430532,"aria-label""missouri",1,1.841440212487469E-7
desktop,5430532,"aria-label""back",1,1.841440212487469E-7
desktop,5430532,aria-custom-click,1,1.841440212487469E-7
desktop,5430532,aria-labe]l,1,1.841440212487469E-7
desktop,5430532,aria-activationdate,1,1.841440212487469E-7
desktop,5430532,aria-label;,1,1.841440212487469E-7
desktop,5430532,aria-labelzmieniaj,1,1.841440212487469E-7
desktop,5430532,aria-id1,1,1.841440212487469E-7
desktop,5430532,aria-lavbel,1,1.841440212487469E-7
desktop,5430532,aria-variable,1,1.841440212487469E-7
desktop,5430532,aria-hiddren,1,1.841440212487469E-7
desktop,5430532,aria-atmoic,1,1.841440212487469E-7
desktop,5430532,aria-hidden&#xf167,1,1.841440212487469E-7
desktop,5430532,aria-expeanded,1,1.841440212487469E-7
desktop,5430532,"aria-label""programa",1,1.841440212487469E-7
desktop,5430532,"aria-label""load",1,1.841440212487469E-7
desktop,5430532,aria-valumin,1,1.841440212487469E-7
desktop,5430532,aria-menu-priority,1,1.841440212487469E-7
desktop,5430532,aria-autofocus,1,1.841440212487469E-7
desktop,5430532,"aria-label-""learn",1,1.841440212487469E-7
desktop,5430532,"aria-label-""products",1,1.841440212487469E-7
desktop,5430532,aria-hasexpended,1,1.841440212487469E-7
desktop,5430532,"aria-label""control",1,1.841440212487469E-7
desktop,5430532,aria-descrivedby,1,1.841440212487469E-7
desktop,5430532,"aria-label""apple",1,1.841440212487469E-7
desktop,5430532,aria-descripedby,1,1.841440212487469E-7
desktop,5430532,aria-albelledby,1,1.841440212487469E-7
desktop,5430532,"aria-controls""produktgruppe-12""",1,1.841440212487469E-7
desktop,5430532,aria-labeldata-track-ii,1,1.841440212487469E-7
desktop,5430532,aria-wijcombobox,1,1.841440212487469E-7
desktop,5430532,aria-haspopup__no,1,1.841440212487469E-7
desktop,5430532,aria-labelledled-by,1,1.841440212487469E-7
desktop,5430532,aria-hideden,1,1.841440212487469E-7
desktop,5430532,aria-vert-menu-v2--sumbmenu,1,1.841440212487469E-7
desktop,5430532,aria-disclaimer,1,1.841440212487469E-7
desktop,5430532,aria-laberl,1,1.841440212487469E-7
desktop,5430532,"aria-label""we",1,1.841440212487469E-7
desktop,5430532,aria-header,1,1.841440212487469E-7
desktop,5430532,"aria-label""transfer",1,1.841440212487469E-7
desktop,5430532,"aria-label""safety",1,1.841440212487469E-7
desktop,5430532,aria-valuenow02,1,1.841440212487469E-7
desktop,5430532,aria-hashover,1,1.841440212487469E-7
desktop,5430532,aria-sellected,1,1.841440212487469E-7
desktop,5430532,aria-src,1,1.841440212487469E-7
desktop,5430532,aria-xexpanded,1,1.841440212487469E-7
desktop,5430532,aria-slected,1,1.841440212487469E-7
desktop,5430532,"aria-label""gavin",1,1.841440212487469E-7
desktop,5430532,aria-hiudden,1,1.841440212487469E-7
desktop,5430532,aria-u-pagination-v1__item,1,1.841440212487469E-7
desktop,5430532,aria-clicked,1,1.841440212487469E-7
desktop,5430532,"aria-hidden&#61;""tru",1,1.841440212487469E-7
desktop,5430532,aria-describdy,1,1.841440212487469E-7
desktop,5430532,aria-ym,1,1.841440212487469E-7
desktop,5430532,aria-on,1,1.841440212487469E-7
desktop,5430532,aria-maxparentlevel,1,1.841440212487469E-7
desktop,5430532,"aria-label""backe,",1,1.841440212487469E-7
desktop,5430532,aria-defaultopen,1,1.841440212487469E-7
desktop,5430532,"aria-label""robert",1,1.841440212487469E-7
desktop,5430532,"aria-label""beauty",1,1.841440212487469E-7
desktop,5430532,"aria-label""iphone",1,1.841440212487469E-7
desktop,5430532,"aria-label""on",1,1.841440212487469E-7
desktop,5430532,aria-number,1,1.841440212487469E-7
desktop,5430532,"aria-label""barbarian""",1,1.841440212487469E-7
desktop,5430532,"aria-label""toggle",1,1.841440212487469E-7
desktop,5430532,"aria-label""over",1,1.841440212487469E-7
desktop,5430532,aria-autocorrect,1,1.841440212487469E-7
desktop,5430532,aria-labelmapa,1,1.841440212487469E-7
desktop,5430532,aria-labelledas,1,1.841440212487469E-7
desktop,5430532,aria-img-src,1,1.841440212487469E-7
desktop,5430532,aria-labelledby$,1,1.841440212487469E-7
desktop,5430532,aria--labelledby,1,1.841440212487469E-7
desktop,5430532,aria-date,1,1.841440212487469E-7
desktop,5430532,aria-hidden-“true”,1,1.841440212487469E-7
desktop,5430532,aria-visability,1,1.841440212487469E-7
desktop,5430532,"aria-label""suspect",1,1.841440212487469E-7
desktop,5430532,aria-click-empty,1,1.841440212487469E-7
desktop,5430532,aria-navbar-toggle,1,1.841440212487469E-7
desktop,5430532,aria-wrpr,1,1.841440212487469E-7
desktop,5430532,"aria-label""transforma",1,1.841440212487469E-7
desktop,5430532,"aria-label""¿vale",1,1.841440212487469E-7
desktop,5430532,aria-labelledbyжзэ,1,1.841440212487469E-7
desktop,5430532,aria-add-to-cart-url,1,1.841440212487469E-7
desktop,5430532,"aria-label""inferno",1,1.841440212487469E-7
desktop,5430532,aria-desc,1,1.841440212487469E-7
desktop,5430532,aria-valuemax02,1,1.841440212487469E-7
desktop,5430532,aria-attribute,1,1.841440212487469E-7
desktop,5430532,"aria-label""payment",1,1.841440212487469E-7
desktop,5430532,aria-pause,1,1.841440212487469E-7
desktop,5430532,"aria-label""lachstartar""",1,1.841440212487469E-7
desktop,5430532,"aria-controls(""otp-toggle-content"")",1,1.841440212487469E-7
desktop,5430532,aria-haschildren,1,1.841440212487469E-7
desktop,5430532,aria-menuindex,1,1.841440212487469E-7
desktop,5430532,"aria-label""제3회",1,1.841440212487469E-7
desktop,5430532,aria-hidedn,1,1.841440212487469E-7
desktop,5430532,aria-label-drop-filtro,1,1.841440212487469E-7
desktop,5430532,aria-hiadden,1,1.841440212487469E-7
desktop,5430532,"aria-label""identity",1,1.841440212487469E-7
desktop,5430532,"aria-label""housing",1,1.841440212487469E-7
desktop,5430532,aria-label-,1,1.841440212487469E-7
desktop,5430532,aria-labed,1,1.841440212487469E-7
desktop,5430532,aria-labellerby,1,1.841440212487469E-7
desktop,5430532,aria-labellednewby,1,1.841440212487469E-7
desktop,5430532,aria-valid,1,1.841440212487469E-7
desktop,5430532,"aria-label""our",1,1.841440212487469E-7
desktop,5430532,aria-hiddenst,1,1.841440212487469E-7
desktop,5430532,aria-atomi,1,1.841440212487469E-7
desktop,5430532,aria-automic,1,1.841440212487469E-7
desktop,5430532,"aria-label""conoce",1,1.841440212487469E-7
desktop,5430532,"aria-label""relocating",1,1.841440212487469E-7
desktop,5430532,aria-lobel,1,1.841440212487469E-7
desktop,5430532,aria-search-button,1,1.841440212487469E-7
desktop,5430532,"aria-label""jdm",1,1.841440212487469E-7
desktop,5430532,aria-mooel,1,1.841440212487469E-7
desktop,5430532,aria-labele,1,1.841440212487469E-7
desktop,5430532,"aria-label""plain-me",1,1.841440212487469E-7
desktop,5430532,"aria-label""covid-19",1,1.841440212487469E-7
desktop,5430532,aria-failed,1,1.841440212487469E-7
desktop,5430532,aria-sub-haspopup,1,1.841440212487469E-7
desktop,5430532,"aria-label""kalamazoo,",1,1.841440212487469E-7
desktop,5430532,"aria-label""good",1,1.841440212487469E-7
desktop,5430532,aria-slidecontrol,1,1.841440212487469E-7
desktop,5430532,aria-form-content,1,1.841440212487469E-7
desktop,5430532,aria-expanded-autohide,1,1.841440212487469E-7
desktop,5430532,aria-current-value,1,1.841440212487469E-7
desktop,5430532,aria-collapseed,1,1.841440212487469E-7
desktop,5430532,aria-auto-complete,1,1.841440212487469E-7
desktop,5430532,aria-labellpedby,1,1.841440212487469E-7
desktop,5430532,aria-expandeds,1,1.841440212487469E-7
desktop,5430532,aria-atomicclass,1,1.841440212487469E-7
desktop,5430532,aria-true,1,1.841440212487469E-7
desktop,5430532,"aria-label""what",1,1.841440212487469E-7
desktop,5430532,aria-valuemaxusa,1,1.841440212487469E-7
desktop,5430532,"aria-label""a",1,1.841440212487469E-7
desktop,5430532,"aria-label""Ссылка",1,1.841440212487469E-7
desktop,5430532,"aria-label""days",1,1.841440212487469E-7
desktop,5430532,aria-json,1,1.841440212487469E-7
desktop,5430532,"aria-label-""click",1,1.841440212487469E-7
desktop,5430532,"aria-label""visit",1,1.841440212487469E-7
desktop,5430532,aria-owns.one-time,1,1.841440212487469E-7
desktop,5430532,aria-body,1,1.841440212487469E-7
desktop,5430532,"aria-label""student",1,1.841440212487469E-7
desktop,5430532,aria-footer-submenu,1,1.841440212487469E-7
desktop,5430532,aria-labelledАвтор,1,1.841440212487469E-7
desktop,5430532,aria-evento,1,1.841440212487469E-7
desktop,5430532,aria-activedescendant.bind,1,1.841440212487469E-7
desktop,5430532,"aria-controls""collapse-search-login""",1,1.841440212487469E-7
desktop,5430532,aria-ladelledby,1,1.841440212487469E-7
desktop,5430532,aria-hien,1,1.841440212487469E-7
desktop,5430532,aria-lablefor,1,1.841440212487469E-7
desktop,5430532,aria-haspopup-delete,1,1.841440212487469E-7
desktop,5430532,aria-valenow,1,1.841440212487469E-7
desktop,5430532,"aria-label""customer",1,1.841440212487469E-7
desktop,5430532,aria-p,1,1.841440212487469E-7
desktop,5430532,"aria-label""energy-wise",1,1.841440212487469E-7
desktop,5430532,"aria-label""manicure""",1,1.841440212487469E-7
desktop,5430532,aria-overflow,1,1.841440212487469E-7
desktop,5430532,aria-done,1,1.841440212487469E-7
desktop,5430532,aria-expand�d,1,1.841440212487469E-7
desktop,5430532,aria-excerpt,1,1.841440212487469E-7
